Name	GeneDB IDs	Log2 H/L	Log10 (Int H*L)	Group	Glycosome status 
	Tb11.02.5725 	-0.063641934	11.9410902	i	red
	Tb927.8.730 	-0.097506245	14.7546896	i	red
	Tb927.10.2930 	0.203996439	14.35294472	i	red
	Tb11.02.1180 	1.352031648	10.42968528	i	red
	Tb927.4.3140 	-0.032595267	12.53151626	i	red
	Tb11.01.0790 	-0.008992103	14.0073189	i	red
	Tb927.8.2040 	0.023184369	12.24140477	i	red
	Tb927.3.5320 	0.302940357	12.92596195	i	red
	Tb927.10.5880 	0.208276229	16.2910144	i	red
	Tb11.02.4210 	0.290778251	12.10545595	i	red
	Tb927.3.2440 	-0.082925769	18.50071839	i	red
	Tb11.12.0011 	-0.030105898	16.50213979	i	red
	Tb927.5.2400 	0.186395339	10.72817648	i	red
	Tb927.4.470 	-0.050289706	14.56924163	i	red
	Tb927.7.6680 	0.023803223	13.30136764	i	red
	Tb11.02.1630 	0.353561523	11.58905744	i	red
PRPS-1	Tb927.10.9430 	1.063680467	15.19406921	ii	white
	Tb927.7.5210 	0.039419183	14.21915856	i	red
	Tb927.7.6220 	0.263701506	14.85777219	i	red
	Tb11.18.0002 	0.056874422	17.37265026	i	red
	Tb927.5.2960 	0.439889048	13.84101052	i	red
	Tb927.7.7030 	0.056826227	16.61749697	i	red
	Tb11.01.5840 	0.373397649	13.20442646	i	red
	Tb927.8.1750 	0.045752663	12.40517726	i	red
	Tb927.8.4390 	0.250961574	12.89784793	i	red
	Tb09.160.3590 	-0.144689506	17.27012687	i	red
	Tb927.10.12860 	0.511063157	12.14041061	i	red
	Tb927.8.1500 	0.058900387	15.93150142	i	red
	Tb927.10.5920 	0.028281046	13.12325876	i	red
	Tb927.10.9770 	0.895302621	11.00658834	i	red
	Tb927.2.1170 	0.138705961	16.11996786	i	red
	Tb927.10.2700 	-0.154393535	11.86296196	i	red
	Tb927.10.10350 	-0.234753822	12.73263685	i	red
	Tb927.2.2230 	-0.055724748	13.05222405	i	red
	Tb927.7.6090 	-0.058533192	16.05511987	i	red
	Tb927.3.4590 	0.139993302	10.75806618	i	red
	Tb09.160.5640 	0.193960937	12.69955081	i	red
	Tb927.6.2210 	0.010851378	14.3341876	i	red
	Tb927.2.380 	0.287676959	14.90444605	i	red
	Tb927.7.2140 	0.307004573	14.47453969	i	red
	Tb927.2.2390 	-0.126895161	12.91242482	i	red
	Tb927.10.2340 	-0.073666522	10.88847773	i	red
	Tb927.7.2450 	0.048012888	13.71836444	i	red
	Tb927.10.1510 	0.022826406	17.91342879	i	red
	Tb927.5.2530 	0.070526721	12.88575153	i	red
	Tb11.01.7590 	0.602800494	15.0596621	i	red
	Tb927.6.4650 	0.499271883	12.61219743	i	red
	Tb927.4.2890 	0.296989211	13.86651928	i	red
	Tb09.160.0350 	0.020372673	13.8479757	i	red
	Tb927.10.14730 	0.102147996	12.27724903	i	red
	Tb927.10.5870 	0.052267548	16.34896008	i	red
	Tb927.10.5310 	0.346304516	12.18484169	i	red
	Tb11.55.0014 	0.078594744	14.14672861	i	red
	Tb927.10.6290 	0.235399064	11.46893542	i	red
	Tb11.01.5540 	0.080521232	12.48064895	i	red
	Tb11.02.2970 	0.021664198	16.13656221	i	red
	Tb927.8.1120 	0.450553742	13.76547754	i	red
	Tb927.3.5050 	-0.147204869	18.05540566	i	red
	Tb927.8.4610 	0.126877289	15.35726112	i	red
	Tb927.8.990 	0.579952469	12.49925056	i	red
	Tb09.160.3270 	-0.004579807	19.30633168	i	red
	Tb927.6.3090 	0.004814157	13.18841218	i	red
	Tb927.6.890 	0.023326332	13.48231512	i	red
	Tb927.4.2180 	-0.075930016	16.41201355	i	red
	Tb927.10.1810 	0.208017755	14.36673609	i	red
	Tb927.10.4890 	0.197352395	15.30396105	i	red
	Tb927.3.2050 	0.190721755	14.3471183	i	red
	Tb927.4.2000 	0.07538588	15.44318906	i	red
	Tb927.7.5340 	-0.146559464	17.17988727	i	red
	Tb927.7.3820 	-0.001188021	14.12675729	i	red
	Tb927.3.1300 	0.088582658	14.14233647	i	red
	Tb927.8.570 	0.146738728	13.01220567	i	red
	Tb11.01.7800 	0.194751291	16.75620696	i	red
	Tb927.4.5130 	-0.257442537	14.28563203	i	red
	Tb927.3.1980 	0.176705738	12.6526486	i	red
	Tb11.02.4640 	0.271067049	11.96192842	i	red
	Tb927.5.2790 	1.529564501	11.09701963	ii	white
	Tb927.6.600 	0.067295985	14.86881898	i	red
	Tb927.3.5330 	-0.019876196	13.12564659	i	red
	Tb927.10.10280 	-0.153359148	17.82522066	i	red
	Tb927.5.1700 	-0.058322887	14.37853159	i	red
	Tb11.01.0340 	0.353734756	14.06821245	i	red
	Tb927.8.5710 	-0.030021998	13.19203683	i	red
	Tb927.10.13330 	0.171206827	10.89288799	i	red
	Tb927.8.5950 	0.449217992	12.86474575	i	red
	Tb927.10.14700 	0.096603297	14.92531912	i	red
	Tb927.8.1590 	0.197811198	15.44596441	i	red
	Tb927.6.4590 	0.066009072	15.24526514	i	red
	Tb927.3.5340 	0.255319441	13.42604902	i	red
	Tb927.7.530 	-0.072076599	13.78590201	i	red
	Tb927.8.6810 	0.120765999	11.09595588	i	red
	Tb927.8.6990 	0.150559677	10.4807238	i	red
	Tb927.10.11390 	0.052877822	17.82092728	i	red
	Tb11.02.0600 	1.702764241	13.76909421	ii	gray
	Tb11.02.1600 	0.18466135	15.6361709	i	red
	Tb11.01.3150 	0.56774013	13.03568205	i	red
	Tb927.6.1880 	-0.028088874	18.09523454	i	red
	Tb927.4.4490 	0.347514523	15.30711961	i	red
	Tb11.01.3770 	0.198745582	13.49823262	i	red
	Tb09.211.2260 	0.110910858	12.62037097	i	red
	Tb09.160.2050 	0.204930792	14.32430049	i	red
TR	Tb927.10.10390 	2.777727748	15.95798084	iii	green
	Tb927.3.5640 	0.174544576	13.4020025	i	red
	Tb927.10.4510 	0.523402376	11.16993107	i	red
	Tb927.8.5300 	0.196613343	15.9987336	i	red
	Tb927.5.3250 	-0.835620466	14.48166621	i	red
	Tb927.10.9910 	0.065846696	12.7620896	i	red
	Tb927.4.2200 	0.021053252	14.57119848	i	red
PTP	Tb927.10.10610 	4.174947372	16.22911268	iii	green
	Tb927.10.2240 	0.007812375	16.59186695	i	red
	Tb927.7.4450 	0.277664477	12.62243224	i	red
	Tb09.211.4350 	0.324119326	14.6613943	i	red
	Tb927.10.3390 	0.202386375	13.83921699	i	red
	Tb927.3.2600 	-0.027375959	17.71510377	i	red
	Tb927.2.5030 	0.002038317	11.36121906	i	red
	Tb927.10.12330 	-0.104123517	11.04938183	i	red
	Tb11.01.2020 	2.247902186	17.66605998	iii	green
	Tb927.10.1250 	0.578214165	12.00571869	i	red
	Tb927.6.1430 	0.083133387	13.62504985	i	red
	Tb927.7.1460 	0.265316867	12.79819822	i	red
	Tb927.10.560 	-0.139408386	16.92717057	i	red
	Tb11.02.1470 	0.093873522	13.71121298	i	red
	Tb927.6.3810 	0.781935652	13.43688908	i	red
	Tb927.10.8910 	0.096335658	15.29367794	i	red
	Tb927.10.1490 	0.17424576	15.38875584	i	red
	Tb927.3.4040 	-0.171754861	17.8359592	i	red
	Tb927.3.1920 	-0.006225488	15.92631613	i	red
	Tb11.01.2420 	0.53037044	11.88936684	i	red
	Tb09.211.2150 	-0.005852982	16.93010923	i	red
	Tb11.01.0960 	0.164479498	14.86889995	i	red
	Tb927.10.5450 	0.162858701	14.64246669	i	red
	Tb927.2.3990 	-0.353124998	13.28668478	i	red
	Tb927.8.6070 	-0.024394323	14.87642803	i	red
	Tb927.1.3270 	0.159638272	13.7969482	i	red
	Tb927.10.2910 	-0.045610424	16.88302029	i	red
	Tb927.2.4930 	0.109462729	15.1142521	i	red
	Tb11.42.0004 	-0.021028307	13.60878502	i	red
	Tb09.211.1770 	0.095896881	12.62918005	i	red
	Tb09.160.2240 	0.176617561	15.55439142	i	red
	Tb927.7.220 	1.402648174	13.33413223	ii	white
	Tb09.211.4780 	0.108808241	15.92713881	i	red
	Tb927.3.3820 	1.766243163	13.06541324	ii	red
	Tb927.7.3980 	0.072663717	15.62913266	i	red
	Tb927.6.4970 	0.075311238	11.61749991	i	red
	Tb927.10.13740 	1.156883487	12.1487675	i	red
	Tb927.10.6020 	0.043750598	12.11714811	i	red
	Tb927.8.3750 	-0.123607905	15.78637604	i	red
	Tb927.8.3950 	-0.074052734	13.48641553	i	red
	Tb927.2.5760 	-0.18172143	14.18757398	i	red
	Tb927.2.4710 	-0.098270585	15.51187889	i	red
	Tb927.6.640 	0.063418605	13.82883004	i	red
	Tb927.7.4110 	0.417879996	11.65074508	i	red
	Tb927.7.6970 	-0.01583419	13.92716114	i	red
	Tb09.211.4890 	0.127501219	12.35695112	i	red
	Tb927.2.5810 	0.152897287	12.7192059	i	red
	Tb927.8.6250 	0.274810886	12.87257386	i	red
	Tb11.03.0550 	-0.113207961	13.15254232	i	red
	Tb927.8.6330 	0.332049084	13.16748171	i	red
	Tb11.02.0980 	0.065186584	16.60476626	i	red
	Tb11.01.1465 	0.264409615	17.58388738	i	red
	Tb11.02.4170 	-0.147485753	19.73778742	i	red
	Tb927.8.5090 	-0.355460712	13.85280928	i	red
	Tb11.02.3830 	0.388683082	12.98011604	i	red
	Tb927.10.7810 	-0.198148594	13.25528356	i	red
	Tb927.10.11570 	0.571609416	11.60575757	i	red
DUB	Tb11.01.4060 	1.832589862	13.5011497	ii	gray
	Tb927.10.290 	0.378178655	15.34129781	i	red
	Tb927.3.5310 	0.00028851	14.98880432	i	red
	Tb11.03.0810 	0.087529312	15.51824987	i	red
	Tb11.01.3080 	0.110363243	16.73139276	i	red
	Tb927.10.15310 	-0.161593016	12.88468668	i	red
	Tb927.10.720 	0.155665686	14.76497483	i	red
	Tb927.4.2220 	0.159892763	13.4176816	i	red
	Tb927.5.2990 	0.275977708	14.82940468	i	red
	Tb11.01.4920 	0.318577154	13.29435731	i	red
	Tb927.3.1130 	-0.107818836	14.55682691	i	red
	Tb927.10.15430 	0.355692898	10.7915471	i	red
	Tb09.160.0400 	0.002213616	13.99208881	i	red
	Tb11.02.3130 	0.157944699	16.76912821	i	red
PEX14	Tb927.10.240 	4.450800404	18.88073621	iii	green
	Tb927.8.7260 	0.284686589	19.0382457	i	red
	Tb927.4.3130 	0.086220706	14.94798694	i	red
	Tb09.244.2590 	-0.174617298	14.92318023	i	red
	Tb927.4.2880 	0.042737132	16.58335576	i	red
	Tb09.160.3980 	-0.012323721	15.38011832	i	red
	Tb927.10.4940 	0.22075152	14.35112477	i	red
	Tb09.211.3140 	0.534879578	15.74218097	i	red
	Tb11.02.2680 	0.145235729	16.99306288	i	red
	Tb927.10.5840 	-0.009377184	15.82981556	i	red
	Tb927.8.610 	0.107252058	15.31224271	i	red
	Tb927.8.8020 	0.526269172	12.78934568	i	red
	Tb927.8.8050 	0.151125964	12.95892696	i	red
	Tb927.4.4570 	0.168285711	13.41111642	i	red
	Tb11.02.0070 	0.087296714	17.42962783	i	red
	Tb927.8.1080 	0.449072951	13.45016861	i	red
	Tb927.10.12720 	0.052016327	12.64656346	i	red
	Tb927.10.8170 	0.09793416	16.84299788	i	red
	Tb927.5.1120 	-0.198708879	13.95337004	i	red
PP2C-2	Tb11.03.0390 	1.647817432	14.99796346	ii	green
	Tb11.03.0690 	0.160706279	15.43434022	i	red
	Tb927.10.8980 	0.2675952	13.70452827	i	red
	Tb927.6.850 	-0.042043614	16.64715977	i	red
	Tb927.7.3160 	-0.064344134	13.15685843	i	red
	Tb927.10.9650 	-0.009087852	15.8680554	i	red
	Tb927.10.15290 	-0.026913925	14.30943795	i	red
	Tb927.3.2110 	1.459639227	14.66455577	ii	white
	Tb927.10.12810 	1.956235558	10.59187522	ii	white
1 TM	Tb927.6.3080 	4.046463379	15.67321038	iii	green
	Tb927.4.800 	0.014926544	13.07352264	i	red
	Tb11.01.4380 	0.177096145	13.53437604	i	red
	Tb927.7.3080 	-0.090081002	11.76413869	i	red
	Tb927.10.13520 	-0.054867237	11.98658192	i	red
	Tb927.5.2720 	0.115432826	13.01821266	i	red
	Tb11.01.6770 	0.027012941	12.68826426	i	red
	Tb927.5.3510 	0.320942692	17.54840635	i	red
	Tb927.8.7950 	-0.018362791	12.37751304	i	red
	Tb927.3.1620 	-0.001525781	13.45103864	i	red
	Tb927.5.2820 	0.081292556	12.24586564	i	red
	Tb927.10.3500 	-0.092410927	15.71922155	i	red
	Tb11.01.4390 	0.07586137	15.35733756	i	red
	Tb927.10.3810 	0.46184227	12.43845576	i	red
	Tb927.7.5300 	0.209195086	14.07609165	i	red
	Tb09.160.4710 	0.163966679	16.02932584	i	red
	Tb11.01.4940 	0.03446421	17.2809603	i	red
	Tb09.211.2160 	0.126200161	17.35132958	i	red
	Tb927.10.4460 	0.164786278	14.4157254	i	red
	Tb927.10.7790 	0.274913275	11.52681296	i	red
	Tb927.5.570 	0.122496736	14.65408187	i	red
	Tb11.01.0110 	0.619272138	13.87118681	i	red
	Tb927.7.7270 	-0.043484498	11.20593722	i	red
	Tb09.160.2650 	0.11428292	13.77349825	i	red
	Tb927.4.4670 	0.00362765	12.85551408	i	red
	Tb927.3.5620 	0.091777685	15.086434	i	red
	Tb11.02.4280 	0.054013344	12.93704077	i	red
	Tb927.7.6980 	0.244956047	14.20150651	i	red
	Tb927.3.4970 	0.074613806	14.18602178	i	red
	Tb927.1.3450 	-0.041892312	10.96852092	i	red
	Tb927.10.3710 	0.167871708	15.41247173	i	red
	Tb11.02.1810 	0.561048154	12.62974519	i	red
	Tb927.2.4510 	0.138533383	16.60833126	i	red
	Tb927.3.5250 	-0.067540947	13.26261189	i	red
	Tb11.47.0027 	0.732995831	10.41062035	i	red
	Tb11.03.0140 	0.15195513	16.04460191	i	red
	Tb927.3.4820 	1.291879992	13.71861407	ii	gray
	Tb927.3.4840 	0.055269005	14.44861055	i	red
	Tb927.7.2300 	0.045697191	15.82222099	i	red
	Tb927.4.3770 	0.098375769	15.22011155	i	red
	Tb09.160.3710 	0.127237062	15.42002939	i	red
	Tb927.3.4270 	0.013459562	13.65056694	i	red
	Tb927.10.12130 	0.018546715	13.02514782	i	red
	Tb927.4.2400 	0.188021051	9.825407713	i	red
	Tb927.10.6160 	0.050080374	11.80282201	i	red
	Tb11.02.4390 	-0.097177765	12.91648749	i	red
	Tb927.3.4140 	0.116307791	12.48747517	i	red
	Tb927.8.5580 	0.273701713	16.23512044	i	red
	Tb09.211.3840 	0.176316162	11.36852246	i	red
HSP70	Tb11.01.3110 	0.727101587	19.40344537	ii	green
	Tb927.1.4050 	0.326796768	17.61690816	i	red
	Tb927.10.7730 	-0.041585575	12.87718146	i	red
	Tb927.4.1330 	0.140855021	14.87893216	i	red
	Tb09.211.4180 	-0.191376065	13.05522899	i	red
	Tb927.2.2880 	0.571337027	10.79413098	i	red
	Tb11.01.7325 	0.045023522	13.29925533	i	red
	Tb927.4.4040 	-0.019515157	14.72371032	i	red
	Tb927.4.4310 	0.110762831	15.86512781	i	red
	Tb927.10.13550 	-0.153283119	13.21089182	i	red
	Tb927.3.3970 	0.266903491	13.35429407	i	red
	Tb927.3.5370 	-0.019663411	15.29842088	i	red
	Tb927.10.15750 	0.232675215	15.60535548	i	red
	Tb11.01.6300 	-0.996921725	12.09533295	i	red
	Tb927.5.780 	0.103166599	13.92760668	i	red
	Tb11.01.3960 	0.00689263	14.11270104	i	red
	Tb09.160.1250 	-0.028230245	15.61353257	i	red
PEX10	Tb927.3.2410 	3.609207518	17.57474543	iii	green
	Tb927.10.14170 	-0.433993469	14.5103009	i	red
	Tb927.7.3880 	0.205950757	14.20216559	i	red
	Tb11.02.0810 	0.049445694	16.05055775	i	red
	Tb927.10.8940 	-0.021745303	18.91572352	i	red
	Tb09.211.1320 	0.150039693	13.79545142	i	red
	Tb927.10.1450 	-0.159571863	15.60414721	i	red
	Tb11.57.0008 	-0.18407529	12.14721676	i	red
	Tb927.3.3180 	0.08531704	15.99327579	i	red
	Tb927.3.3750 	0.103077458	16.58368225	i	red
	Tb11.01.8390 	-0.102697608	15.43021834	i	red
	Tb11.01.2880 	0.095830332	14.94231288	i	red
	Tb11.01.8770 	-0.008011426	18.19745998	i	red
	Tb927.10.5990 	0.101436485	14.88909021	i	red
	Tb927.2.5440 	0.730400845	11.29657936	i	red
	Tb11.01.1370 	0.52913361	13.66589261	i	red
	Tb927.4.620 	0.174862443	14.28503171	i	red
	Tb927.7.5730 	0.154967617	12.26407714	i	red
	Tb927.1.1670 	-0.014776477	13.70685495	i	red
	Tb927.10.11510 	0.170053235	14.28475533	i	red
	Tb927.3.4980 	0.134075573	14.21875455	i	red
	Tb927.2.1850 	0.156741843	14.06782347	i	red
	Tb927.8.4540 	0.023091319	14.65587272	i	red
	Tb11.01.4080 	0.02219024	14.47709832	i	red
	Tb927.10.11080 	0.048375705	15.45424644	i	red
	Tb927.10.6870 	1.803241643	11.48398262	ii	white
	Tb927.10.12870 	0.138739991	12.24505264	i	red
	Tb927.10.14560 	0.096819698	14.61979167	i	red
	Tb11.01.2200 	0.280479671	12.59088446	i	red
	Tb11.02.3410 	0.108979868	13.49382607	i	red
	Tb927.6.2460 	-0.175063665	15.02987286	i	red
	Tb927.7.1060 	0.173210297	13.26760157	i	red
	Tb11.02.4040 	-0.846080282	16.30735688	i	red
	Tb09.160.1330 	3.345932187	15.24150955	iii	green
	Tb09.211.4170 	0.782287703	12.71585046	i	red
	Tb927.8.7100 	0.114537764	17.30440184	i	red
	Tb11.01.2430 	-0.111442358	14.46348349	i	red
	Tb927.4.4550 	-0.206611802	13.53179439	i	red
	Tb927.10.3900 	-0.105411146	14.49810145	i	red
	Tb09.160.0840 	0.481846038	12.55051963	i	red
	Tb11.02.3360 	0.500598124	13.2675645	i	red
	Tb11.02.0210 	0.0337977	17.0900564	i	red
	Tb927.8.5380 	0.768357797	13.08702333	i	red
	Tb927.10.4060 	0.129036154	15.4088028	i	red
	Tb927.3.690 	-0.267269481	12.22144555	i	red
	Tb927.8.2640 	-0.006690532	16.0820617	i	red
	Tb09.211.2380 	-0.071731342	12.12876121	i	red
	Tb927.4.1540 	1.332061687	15.61415887	ii	green
	Tb927.5.3260 	-0.228942677	13.41053944	i	red
	Tb927.1.2120 	0.067995684	13.54325976	i	red
	Tb09.211.0600 	0.164688791	14.94995122	i	red
	Tb927.2.5850 	0.222062625	13.73723011	i	red
	Tb927.10.14010 	0.120185241	13.88904216	i	red
	Tb927.7.3550 	-0.061597687	17.7874798	i	red
	Tb927.10.8000 	0.039980598	12.10036512	i	red
	Tb927.10.1210 	0.897879588	13.78182268	i	red
	Tb09.211.3470 	-0.177147509	12.1755001	i	red
	Tb11.01.6170 	0.379177329	13.9496542	i	red
	Tb927.1.2100 	-0.044437921	15.47157402	i	red
	Tb927.7.4020 	0.031931697	14.41722122	i	red
	Tb927.10.15760 	0.012835829	17.84588191	i	red
	Tb927.7.6610 	0.254826612	14.81325124	i	red
	Tb927.4.1680 	0.191082412	12.84495232	i	red
	Tb927.8.4500 	0.094637239	16.58516501	i	red
	Tb927.3.1560 	0.193708673	11.08841277	i	red
	Tb927.8.6270 	0.057463835	15.27262787	i	red
	Tb927.8.1360 	-0.604630043	12.99793586	i	red
	Tb927.1.1710 	0.121413331	14.01151487	i	red
	Tb11.01.5100 	0.035009888	18.27974624	i	red
	Tb927.10.740 	-0.088323558	17.46392782	i	red
	Tb927.4.310 	-0.249136277	14.05593961	i	red
	Tb927.2.2370 	0.493237419	10.25913964	i	red
	Tb927.5.2570 	-0.086227065	14.49487252	i	red
	Tb927.6.3220 	0.283329168	11.799296	i	red
	Tb11.01.3700 	0.680520793	11.4651538	i	red
	Tb11.03.0530 	-0.106331248	16.87654219	i	red
	Tb11.02.4760 	0.353756781	15.08766089	i	red
	Tb927.10.14780 	0.224799443	17.36356888	i	red
	Tb927.10.7120 	0.139662835	12.81187108	i	red
	Tb927.8.1510 	-0.107313266	16.68573513	i	red
	Tb927.8.5830 	0.112366523	11.46696979	i	red
	Tb11.50.0002 	-0.059961077	13.05834858	i	red
	Tb09.160.4500 	0.249903847	13.5432567	i	red
	Tb927.8.1940 	0.187010449	12.69121501	i	red
	Tb09.211.4280 	-0.026812875	15.70701914	i	red
	Tb927.10.12630 	0.39176772	14.05182572	i	red
	Tb927.3.1010 	0.026730511	15.92745581	i	red
	Tb927.8.2800 	-0.059470594	10.59434135	i	red
	Tb927.10.12490 	0.175878153	12.99547015	i	red
	Tb09.211.0690 	0.043555332	15.98980165	i	red
	Tb11.01.6640 	0.094140352	11.99943509	i	red
	Tb11.02.0860 	0.062632013	13.19192578	i	red
	Tb927.7.5770 	0.076800532	12.58858223	i	red
	Tb927.8.1990 	-0.029694563	17.10592488	i	red
	Tb09.160.1210 	0.3950628	10.37063143	i	red
	Tb927.6.620 	-0.197579929	14.5672212	i	red
	Tb927.8.820 	0.057641021	13.57108674	i	red
	Tb927.6.2120 	0.116753226	14.04337441	i	red
	Tb927.10.10850 	0.426465251	13.8275004	i	red
	Tb927.1.640 	0.235536324	12.49340616	i	red
	Tb927.3.4190 	0.275708369	12.32665678	i	red
	Tb11.02.5190 	0.919745313	14.30206488	ii	gray
	Tb11.01.4850 	0.411126689	16.5487014	i	red
	Tb927.7.830 	0.144568518	13.95190008	i	red
	Tb927.8.6980 	0.157312147	13.64160007	i	red
	Tb09.160.5030 	0.122076304	11.15949082	i	red
	Tb927.7.3700 	0.19128712	14.93191378	i	red
	Tb927.10.11250 	1.605393587	13.25162997	ii	red
	Tb927.7.6640 	0.177298357	15.02334537	i	red
	Tb927.10.14340 	0.190063432	14.84386964	i	red
	Tb927.2.4060 	0.77930175	12.38656584	i	red
	Tb927.10.12030 	0.041879315	12.47238329	i	red
	Tb927.7.5700 	0.837604594	14.79751705	i	red
	Tb927.6.2440 	0.492519788	10.92191432	i	red
	Tb927.8.1840 	0.049351959	15.40246673	i	red
	Tb927.10.11780 	-0.009088693	11.83177455	i	red
	Tb11.02.0790 	0.160281811	15.47099118	i	red
	Tb11.01.4320 	-0.004521478	14.3802817	i	red
	Tb09.211.2020 	0.912036637	10.70580835	i	red
	Tb927.10.12850 	0.166201253	12.3963705	i	red
	Tb927.10.3990 	-0.015581684	18.2614334	i	red
	Tb11.01.5800 	-0.094572077	12.54984799	i	red
	Tb927.3.1800 	0.059355278	13.98503126	i	red
	Tb11.01.8650 	-0.000568494	13.88810911	i	red
	Tb11.02.5020 	-0.112349961	13.03165115	i	red
	Tb927.7.3410 	0.289525233	13.83795598	i	red
	Tb927.8.4460 	0.198456781	14.03922935	i	red
	Tb11.02.4320 	0.055420088	17.1641125	i	red
	Tb09.160.2180 	0.032993157	13.0059362	i	red
	Tb11.01.0680 	0.194854516	15.28562578	i	red
	Tb927.6.2520 	-0.009203827	9.97921915	i	red
	Tb927.2.2860 	0.13604756	12.22741231	i	red
	Tb927.5.1680 	0.055562946	15.62162981	i	red
	Tb927.10.14320 	0.053356475	13.35298428	i	red
	Tb927.10.1620 	0.212918504	16.60608824	i	red
	Tb11.02.4230 	-0.124251386	13.59086401	i	red
	Tb927.3.1040 	0.061592743	14.71927761	i	red
	Tb927.2.4230 	-0.243875948	16.53963414	i	red
	Tb11.01.8330 	0.103086184	12.89325482	i	red
	Tb927.6.2690 	0.188304271	15.27715404	i	red
	Tb927.10.14770 	0.069053357	15.79085876	i	red
	Tb11.02.1490 	0.131086137	12.63249853	i	red
	Tb927.10.3010 	0.124763299	14.07775152	i	red
	Tb927.7.1430 	0.048720843	14.99842704	i	red
	Tb11.01.1960 	0.149158786	16.16085621	i	red
	Tb927.6.840 	0.007769594	13.74534108	i	red
	Tb11.01.1170 	0.677495944	14.76642765	i	red
	Tb927.10.2270 	0.088211971	15.14004404	i	red
	Tb11.02.0760 	-0.007481754	18.25409737	i	red
	Tb11.01.2390 	0.198745582	11.31941152	i	red
	Tb927.7.3740 	0.06760373	14.63793792	i	red
	Tb09.160.3470 	0.076832696	12.90958037	i	red
	Tb927.8.1550 	0.07651585	17.19058535	i	red
	Tb11.01.8190 	0.471967788	11.77013558	i	red
	Tb927.1.990 	0.093015868	12.95986892	i	red
	Tb11.02.1000 	0.056521137	13.5362285	i	red
	Tb11.02.0990 	0.104080365	15.29249885	i	red
	Tb927.10.3820 	0.02379632	14.19821879	i	red
	Tb927.10.12390 	0.259927304	11.59803547	i	red
	Tb927.7.1110 	-0.376863565	15.2811914	i	red
PKA	Tb09.211.2360 	1.148840274	14.17477279	ii	green
	Tb927.10.2210 	0.397557879	14.10477855	i	red
	Tb11.02.3880 	0.013853164	14.33967016	i	red
	Tb09.160.1440 	0.285799264	13.59070058	i	red
	Tb927.10.14570 	-0.056409306	12.74191138	i	red
	Tb927.4.2920 	0.030126972	12.56008169	i	red
	Tb927.2.5270 	0.040236418	17.05632322	i	red
	Tb927.10.9240 	0.109584156	15.37513364	i	red
ALG9	Tb927.6.1140 	1.5350996	12.70491636	ii	white
	Tb927.4.2640 	0.159192245	12.67966345	i	red
	Tb11.01.4230 	0.094614872	13.31388822	i	red
	Tb927.1.4180 	0.087294504	14.76983554	i	red
	Tb11.01.0160 	0.224002734	13.56728139	i	red
	Tb927.4.2990 	0.007339046	11.00737668	i	red
	Tb927.2.4810 	0.144741428	13.44947912	i	red
	Tb927.10.7230 	-0.040356574	17.40226773	i	red
	Tb927.10.8780 	0.113975973	14.90995187	i	red
	Tb927.10.15130 	0.656413103	12.66256145	i	red
	Tb11.01.1880 	0.053646033	14.81206354	i	red
	Tb11.01.7390 	0.28853575	13.49613075	i	red
	Tb927.4.2600 	0.142499887	15.30269055	i	red
	Tb11.02.2490 	0.181365298	13.99330623	i	red
	Tb927.10.3160 	0.325639257	12.03875386	i	red
	Tb927.5.2290 	-0.053478729	14.25795089	i	red
	Tb927.8.4780 	-0.1286515	15.09623464	i	red
	Tb927.7.4870 	0.061903304	13.76881783	i	red
	Tb927.7.1310 	0.209704409	14.11076487	i	red
	Tb927.10.1980 	0.04949137	13.01587579	i	red
	Tb927.7.4580 	0.184216808	12.28732393	i	red
	Tb11.02.1500 	-0.03234783	13.32683272	i	red
	Tb927.10.6310 	-0.004233301	12.77097	i	red
	Tb11.02.1190 	0.037184701	13.63374949	i	red
	Tb927.8.6230 	0.112905047	14.7315057	i	red
	Tb11.01.0390 	0.04467524	16.78620721	i	red
	Tb927.4.2060 	0.301185072	14.50012064	i	red
	Tb927.6.4770 	0.051588329	17.67346135	i	red
	Tb927.7.3330 	-0.031427852	16.5875981	i	red
	Tb11.02.0350 	0.233332489	15.45973881	i	red
	Tb09.160.0720 	0.183962835	13.17977823	i	red
	Tb927.8.4400 	0.199304512	15.2484888	i	red
	Tb11.01.7610 	0.11457316	15.37822983	i	red
	Tb927.7.1920 	0.041914849	16.61554953	i	red
	Tb09.211.4820 	0.055494142	12.67731907	i	red
	Tb11.02.5150 	0.163363299	13.42137229	i	red
	Tb09.160.2860 	0.081441699	11.84603327	i	red
	Tb11.02.2130 	0.103902622	14.35086118	i	red
	Tb09.211.3890 	0.148024656	13.96390669	i	red
	Tb927.10.5350 	0.035769871	15.85150847	i	red
	Tb11.18.0012 	-0.28366752	13.40108191	i	red
	Tb927.7.6890 	0.197880818	14.62106185	i	red
	Tb927.10.12660 	0.084142895	13.72002451	i	red
	Tb927.6.3150 	0.06060083	14.74353919	i	red
	Tb11.01.2570 	0.151655841	13.83255812	i	red
	Tb927.7.7240 	-0.066950244	10.73406737	i	red
	Tb927.7.920 	0.114005116	15.73424513	i	red
	Tb927.7.4510 	0.223949879	12.17966029	i	red
	Tb927.10.2950 	-0.024920992	15.89498882	i	red
	Tb927.6.1660 	0.221440634	13.94753773	i	red
	Tb927.8.1560 	0.102702494	15.90282752	i	red
